review,sentiment
"This film is one of my favorite Christmas classics. Sure, it's fluff, it's not ""relevant"", but when did movies being simply entertaining and fun become a bad thing? No, this movie is definitely ""A Good Thing"" as Martha Stewart(appropriately)would say! Barbara Stanwyck is so appealing in this film and Dennis Morgan perfectly compliments her. Both of them have charm and warmth to spare. They are assisted by a crew of those incredible character actors who seem to have disappeared since the 40's and 50's--Sydney Greenstreet, S.Z.(Cuddles)Sakall, Reginald Gardiner and Una O'Connor among them. Where are characters like this today? Not one role could have been better cast. Bette Davis thankfully refused this role as beneath her and she was right to refuse it. She would have attempted to steam roll over everyone and everything around her and completely destroyed the film. Stanwyck was a strong actress, but had the wisdom to play this lightly. She has seldom been more appealing and is pitch perfect. Morgan is the essence of the nice guy. Because his part is the least splashy there is a tendency to overlook his skill. Just the fact that he could hold his own surrounded by such distinct character actors is an accomplishment in itself, but he too is absolutely perfect as Jefferson Jones. Skip the ill advised(and pointless)1992 remake and watch this bright, sparkling holiday gift!",positive
"It's been said that Batman Begins in the first Batman movie to ""get it right"" but I think that's a horrible overstatement, for I think the new Batman film, although greater that Batman Forever and Batman and Robin, pales compared to Tim Burton's classics, with this one being the best of the five. The darkness is beautiful, as is the music and scenery, creating a Gotham City cloaked in mystery, unlike Batman Begins, where Gotham City is a normal-looking city. The villains are terrific in this movie. You literally can't take your eyes off of the penguin and cat woman. I applaud Tim Burton for being original with his use of the penguin as a freak, rather than an ordinary criminal or a clone of the old Batman TV show. In Batman Begins we have the scarecrow, whose not nearly as demanding on screen as the penguin or cat woman. The film doesn't need to focus only on Batman, because we already know his story, and it is the villains who we are exploring and trying to figure out, and they are the ones who create the plot, with the penguin running for mayor and seeking revenge for his parents' desertion by killing the first born sons of Gotham, a task he fails. Danny Devito gives the finest performance ever by a superhero villain in any film, surpassing even Nicholson's joker. The closing scene where the penguins drag the dead body of the penguin into the water is touching and powerful. It's a tragedy that Tim Burton wasn't allowed to complete his trilogy, since Warner Bros., interesting in marketing appeal, wanted to ""lighten"" the Batman movies up. And they got their wish...unfortunately. Tim Burton planned on directing the third film, using the Riddler as the villain, with no Two-Face and Robin to mess it up, and I'm sure Michael Keaton would've signed on. So this is the last great Batman Film. Batman Begins is dark, but boring, tedious, ordinary, filled with lackluster villains, and a playboy Bruce Wayne. A decent Batman film, but the best Batman film ever? Never. Batman Returns holds that crown.",positive
"I rented this obscure aussie relic a few years ago to show at a friend`s place and it was an instant success.The classic tale of the wizard of oz with a decidedly cornball 70`s australian twist.The acting isn`t exactly shakespeare society stuff here,but later ,""Mad max""star Bruce Spence is a beautifully understated surfie/scarecrow and there are some wonderfull comic turns by Gary Wadell and Robin Ramsay as a deliciously 70`s camp fairy godmother/father character.Also note the musical contribution from ex-Daddy Cool frontman Ross Wilson on the title song.In a similar vein to later-day aussie comedies such as ""Priscilla queen of the desert"".Good fun.",positive
"Not everything is said in this excellent first feature from Céline Sciamma. The friendship, the ""wanting to fit in"", the first sexual feelings... All this and much more is sublimated through the underwater synchro swimming scenes.<br /><br />All three girls in the movie try to find and express their personality in a very different way. It is a much less violent approach to the understanding of the teenage years compared to, say, ""Thirteen"", but a very worthwhile trip nonetheless.<br /><br />A must see, and please leave all American cinematographic preconceptions at he door. The soundtrack is A+ by the way.<br /><br />Bon cinéma !",positive
"Being raised at the time this movie was released has probably influenced my shallow mind, but still, this isn't a bad movie by any means. It's a movie about a hostage situation involving a prep school populated to some extent by endearing teenage boys who can't seem to get out of trouble. What's wrong with that? It doesn't have any big special effects, but so what? Who needs special effects? Cinema's decline began around the same time that special effects were popularized. A coincidence? I think not. It turned movies with potentially good plot and feelings and turned them into a big, substance-less light show for innocent kids and the self-medicated. Well, you know, not all movies need special effects. About three fourths of the movies on the IMDb top 250 are without special effects, but almost all of the Top Grossing movies of all time have some special effects. Think about it: Star Wars, E.T., Ghostbusters, etc. All good movies, but the rest of the top-grossing movies are usually cliched tripe with non-sensical plots and lots of eye candy. Well some movies don't need ny of that junk.<br /><br />Excuse me for going off on a tangent, which I normally do, but I'm just so fed up with that special effects junk. Back to the point: Toy Soldiers is simply a great movie. I admit, some of the content is a little corny and ripped off, but so what, every movie rips off another to some extent. Think of Resovoir Dogs. Countless ""appreciation"" sites dictate the fact that beloved Quentin Tarentino, who I admit I like, has copied many, many, many movies in the making of his first major film Reservoir Dogs. Many say that the entire plot is ripped off almost scene for scene from japanese and chinese gangster movies which Mr. Tarentino loved so much, and probably still does. Sorry once again for the tangent.<br /><br />Toy Soldiers is fun. It has the whole insubordination from teenagers to unwanted members of authority, i.e. hostage takers. It's fun to see kids take over when they're being held to something they don't want to do. Hell, teenage angst-inspired rebelion was the key topic to a great majority to 80's comedies. Plus there's the tension and thrill of having the characters use fire-arms and knock out the bad guys, etc. Plus there's some emotional points to the film. When one of the characters dies the others have to cope and adjust. It's not perfect acting but it beats most of the other tripe out there.<br /><br />In short, Toy Soldiers is exciting, interesting, and fun. How dare you jaded blowhards rate this movie poorly! Shame on you all!<br /><br />Personal rating: 8/10",positive
"Yes, maybe there are parts of this film which require suspending belief a little but that doesn't take anything away from the film's charm and wonder. It was shown as part of our town's youth film festival and was the organising committee's favourite. Which is not surprising. The subject matter - coming together in a race-torn, though post-apartheid South Africa is highly topical and the treatment of the theme is inspirational. Of course, as the previous comment mentions the film does have its shortcomings, but the realism of the setting and the way the director treats his subject matter belies these shortcomings. I saw this with my wife and we returned the same evening with the children. A film to watch, meditate, discuss and act upon.",positive
"Although copies of this movie are hard to find, if you can find it, get it!! !!! I believe this was, aside from In The Navy, Abbott and Costello's only musical. Although they twisted the plot around a little, (I've never heard a version where the butcher goes up with him), you still enjoy the antics of the slightly idiotic but lovable Jack, and the greedy butcher, Mr. Dinklepuss. Slightly reminiscent of DuBarry Was a Lady, this uproarious film will have you rolling on the floor - only to get up and dance as Lou Costello sings. (I don't know why they didn't do that in other films.)",positive
"This movie was great and I would like to buy it.The boy goes with his grandfather to catch a young eagle. the boy has to feed and care for the eagle until it is old enough to be sacrificed for the crops. the boy saves the eagle from being killed and runs away from the tribe.The eagle helps feed him by catching a duck from a small pond the boy scares up. Later the boy shoots a deer that a bully kid was claiming because their arrows were marked very close the same. Only until they check the thickness of the red lines do they determine who actually got the deer. But this was unfortunate because it made the other boys even crueler to him,and at the end he is being chased up onto a cliff but when you think he will fall off his pure love for the eagle transforms him into a golden eagle with only a necklace as a reminder of who he was.Please if anyone knows where I can buy this movie let me know.I haven't seen it for over 30 years,but still remember parts of the movie.deniselacey2000@yahoo.com",positive
"I really enjoyed this movie. It challenged my emotions and beliefs, making it a true piece of artwork in my book. The acting was unsurpassed. I would never watch this movie with anyone I could not cry around, I don't think I cry harder to any movies, maybe because it makes me look at myself, I dunno. It is a must see.",positive
"Always fancied this film from the video cover. Eventually got round to buying it for a fiver in a sale and boy what a film. A simply stunning performance from all of the case and it's filmed so beautifully. Even at times from a distance so you can barely hear what the dialogue is, as if you really are that distance away picking up bits of the tale. It's really moving, frequently amusing and very watchable. Not much dialogue but is filmed in such a way that you feel so much throuout. A 9/10 from me. A must see.",positive
"Having seen many of Wong Kar-Wai's other movies (Happy Together, Fallen Angels, Ashes of Time), I knew what to expect coming in to the theatre; the cinematography would be lush, the use of space and perspective would be varied, the acting would be superb, and at least one of the characters would be consumed by an ineffable loneliness. These are, after all, precisely the techniques that make Wong Kar-Wai's art what it is. What I was not expecting was the degree to which I was drawn into a film that some reviewers dismissed as ""unfinished"" and compelled by characters who ""seemed consumed by ennui.""<br /><br />I find it interesting how people can be so utterly unmoved by a film that so vividly displays emotions and settings many of us take for granted or work ardently to forget: the overwhelming sense of grief stemming from being betrayed; the guilt aroused by the thought of becoming no better than the betrayer; the mundane yet profoundly intimate moments of relationships, where the need to express oneself verbally is utterly superfluous. This is what Wong Kar-Wai attempts to portray in the film and what he achieves so well.<br /><br />Too many Americans are consumed by the need to have every moment of a film filled with stock dialogue; witty banter, disaffected sarcasm and overwrought confessions seem to be the pinnacle of the ""best"" American film has to offer. Wong Kar-Wai sees things very differently. Instead of the character needing to keep the audience apprised of her every feeling, perception or belief, Wong's characters make their feelings and understandings known clearly by facial gestures, body positioning, and, yes, silence.<br /><br />If viewers merely contemplate this film from the standpoint of character development and action, then they may be disappointed by what it has to offer. If they are willing to let themselves try and intuit what the characters are feeling, then they may feel quite differently about what Wong has to offer them.",positive
"The saving grace of this film is its humour. Playing up to the strengths of their star, Warner Brothers cast their version of General Custer as a cocky, dashing, irreverent prankster with a romantic streak and an unexpected strain of idealism; it was Robin Hood all over again, and Flynn blossomed in the role. All his best action pictures made use of his talent for mischief and comic timing, and this one was no exception.<br /><br />It also benefits from the return of former co-star Olivia de Havilland, despite an earlier agreement to break the partnership; the part of strong-minded Libby Custer is a better role than the sweet love-interest types she had grown tired of playing for the studio in Flynn's later films, and after seeing the script he had specifically requested de Havilland be cast so that she could do justice to the part. In this final collaboration, she piles all her considerable acting skill into what is, at heart, basically a romping adventure movie, and the screen chemistry is rekindled -- for once, she and Flynn get the chance to develop their characters beyond the initial romance into an old married couple, to equally winning effect.<br /><br />The Flynn/de Havilland pairing and the streak of comedy are what have provided this film's durability, when most of Flynn's other Westerns -- held in such affection by the contemporary American public, although allegedly not by their star -- have long since been forgotten. The action scenes are fairly cursory (despite, ironically, the death of an extra in a fall during one of the filmed charges) and the villains of the piece turn out, schoolboy-fashion, to be the same people who were horrid to Our Hero on his very first day at West Point, and thus continue to frustrate him throughout his career. It cuts down on the cast list, but it's a trifle too morally convenient.<br /><br />However, these are quibbles largely irrelevant to a film that never set out to be more than a rousing piece of entertainment. Ably aided and abetted by a sterling group of supporting players (memorably including Anthony Quinn in an all-but-wordless role as the Sioux leader), Errol Flynn gallops his way through the plot courtesy of his usual arsenal: charmingly sheepish looks, unexpected sweetness, mischievous twinkles, flash-point indignation, cheerful fellowship and sheer high-octane charisma. He's a reckless braggart, but you can't help but like him. And it's hard to go away without the tune of ""Garryowen"" threading its jaunty way through your ears for many days thereafter.<br /><br />This is one of Flynn's lasting hits; it also contains a surprising amount of good acting amongst the fun, and is a film worthy of being remembered.",positive
"This is probably the best television show I've ever seen. I first saw it on Comedy Central several years ago. At the time I was unaware that it had been dramatically edited and was shown out of order, and having just watched all three series in order and unedited (thank you internet and your wondrous ""series of tubes"") I am SO GLAD I rediscovered it! I think Comedy Central sort of picked and chose their way through series one and two to make a ""season""......and I tried to get friends and family to watch it, but nobody really seemed to like it (I need new friends). So, on my own, I made the best out of it that I could. Even when I felt like it was waning a bit, I still felt compelled to continue watching. Years after when I discovered Little Britain, I immediately recognized Pauline from LoG as having influenced Marjorie in Fat Fighters. Also, I love the idea of writers who act the entire show....(not new, but done impeccably here). LB has nothing on LoG! (No offense, Matt & David....Love you)! This is indeed a darkly comedic piece of genius. Serial murder, implied cannibalism.....you name it and it's probably found in this wonderful, unique piece of TV art. The location shots from the very first scene themselves are chilling and seem to beckon you to the town of Royston Vasey.....You'll Never Leave! I think my favorite character would have to be Tubbs, but each character as portrayed has it's own ""charm"". My least favorite was Papa Lazarous, that was until he re-surfaced in series three (clever and wholly unexpected)! It's best to watch several episodes in a row as it drives the continuity and as I said before, becomes so compelling (while repulsing) that you really CAN'T stop watching. This is not for those with weak stomachs, kids, conservatives or Grandma (unless you've got one saucy granny)! I have always loved British TV, particularly comedies, from Monty Python to Benny Hill, Red Dwarf to Keeping Up Appearances, Absolutely Fabulous and the British originals Coupling and The Office (but not their US counterparts....sorry). This is unlike any of those in that it completely redraws the line between what's funny and what's just sick and twisted. Nothing, NOTHING on US TV has ever come close to this level of entertainment. US broadcast TV is so sad and lame, I can barely stand to watch ANY of it. It's kind of sad that even our cable channels don't have the guts to show unedited versions of this gem (your loss, Comedy Central). Thankfully there are shows like this one that come from the ""across the pond"" that redeem the entire medium every decade or so. Basic cable here in the US has been making tiny steps the last few years in confidently ""crossing lines"" with more graphic sexual content, drug use and adult language, but they are still years away from just deciding to be Adults about showing real life, adult behavior (instead of just murder obsession and blowing things up, sheesh, it's like the same basic show format for the past 35 years)! Don't even get me started on US sitcoms! Waste of time and lots of wasted money......did you know that ""According to Jim"" has been on the air for 10 years??? 10 YEARS?? Anyway... Watch this show, get it on DVD, do what you must and then make your friends watch it as well! You've never seen anything like it. There are three specials that I have not watched yet....I'm saving them to spring on my best friend next time he visits. He'll watch them, even if I have to chain him up and paint him with Excrement! Lines and lines and lines and lines! Note that series three departs from one and two....the greater town seems to fall away to concentrate on newer characters, the laugh track is gone (thank bloody hell), the theme is more band and less orchestra and a bit of the story takes place outside of Royston Vasey. Don't be thrown by any of that as by the end, the series has preserved the quiet perversity first demonstrated in series one and two. I think these four guys have created something sort of undefinable. Brilliant, confident and absolutely demented. You will want to re-watch it again and again. It's amazing that in 5 seconds of screen time they can go from cheap sight-gag to horrifying blasphemy then end with a single actors close-up facial expression. If ever I were to meet any of the writer/performers, I'd implore them not to recreate it or try to top it.....I'd just say ""Can I help you at all?"" (Then they'd probably slap me, so I'd ask them to sign the slap-mark)! 10 out of 10",positive
"I thought it was an extremely clever film. I was very pleased with it and truly couldn't' ask for more. I actually own the film because I didn't return it to someone... Which I should do, but I really want to keep it due to how much I enjoyed it. Also, the fact I don't own too many foreign films and this is a first. Now, I personally love Finnish stuff so, that definitely added to how much I enjoyed it. But overall, its worth watching. However, if you're not into the whole trying to understand Finnish or read Subtitles bit, then this film is not for you.<br /><br />9/10 for sure.",positive
I've seen the original English version on video. Disney's choice of voice actors looks very promising. I can't believe I'm saying that. The story is about a young boy who meets a girl with a history that is intertwined with his own. The two are thrown into one of the most fun and intriguing storylines in any animated film. The animation quality is excellent! If you've seen Disney's job of Kiki's delivery service you can see the quality in their production. It almost redeems them for stealing the story of Kimba the white lion. (but not quite!) Finally Miyazaki's films are being released properly! I can't wait to see an uncut English version of Nausicaa!,positive
"Ordinarily, Anthony Mann made westerns with 'the big guys' - James Stewart, Gary Cooper, Henry Fonda . . . the A list cowboy stars. But in this B+ film, he tackled something notably different and had quite a bit of success with what turned out to be a truly one of a kind western. The main character, played by Victor Mature, is a trapper/ mountain man, and ordinarily they are romanticized in films - Robert Redford in Jeremiah Johnson, that sort of thing, where the hero is not in fact a typical mountain man but a clean cut heroic figure who hangs out with real mountain men. Not here. For once, a true mountain man - vulgar, crude, animalistic - is the central figure, and it's something to see, giving Mature one of his better later roles. The real acting chops are provided by Robert Preston, excellent as a self-absorbed Custer type cavalry commander, and James Whitmore, the poor man's Spencer Tracy, as another of those old timers who feel themselves trapped between ever more hostile Indians on the one side and the oncoming force of civilization on the other. Even more impressive is a very young Anne Bancroft as the officer's wife, who is initially repulsed by the very sight of Mature's grisly character, then finds her own veneer of civilization slipping away as she begins to realize, to her own shock, that she's attracted to him. Rarely if ever has a remote frontier fort been so accurately realized on screen, without the romantic allure that John Ford gave such a place in his masterful Fort Apache. The battle sequences are big scale and notably violent, and particularly impressive if you seen them in widescreen format. Good show, and underrated movie, all around.",positive
"The Secret of Kells is one of the most unique, beautiful, and eye- popping animated films I have ever seen. Before watching this film, I was convinced that nothing could give Up a run for its money and that it was a shoo-in to win in this category, but I found in Kells a serious contender.<br /><br />The Secret of Kells tell the story of a young orphan named Brendan, who lives with his uncle, the Abbot of Kell. The Abbot is a loving guardian, but perhaps a bit too strict and much more concerned with fortifying the wall around the town from a coming attack by vikings than he is at nurturing the boy's imagination. When the legendary Brother Aidan (who looks surprisingly like Willie Nelson) shows up and takes the boy under his wing, Brendan goes on a journey into the woods and meets a lovely forest nymph named Aisling who takes a liking to him (and saves his life more than once). With Aisling's help, he attempts to save the town and help Brother Aidan complete the mystical book whichlegend has itcan turn dark into light.<br /><br />See my full review of The Secret of Kells at: http://theoscarsblog.blogspot.com/2010/02/movie-review-secret-of- kells.html",positive
"Exclusively for Coop's lovers, though Clint Eastwood very strong though unobtrusive presence is a great asset of this very good documentary film. It is a biography of Gary Cooper, based mainly on his filmography, but also on more private archives, which show him as a child, as a young man, as a family man, with some of his friends (Picasso, Hemingway, etc.), as an older man, finally as a sick and close-to-death man. After ""the end"", I did not have the feeling that I knew the man any much better. But I have spent a very good moment, re-viewing many of the best moments of his movies; and my respect for the very talented actor and great professional was increased tenfold. The film shows, most interestingly, how the career of Cooper can be paralleled with the evolution of USA society before and after WW2. Two of the great moments are the time when Cooper has to answer justice about communism in the movie world; and when James Stewart (a very great one, too) received an Award for Cooper one month before his death. I'm not a weeping pot, but... that was a close one! Watch it, if you can: it is so much worth while. ... If you love Cooper, that is. Or an older America...",positive
"The first thing you see in this film is a static angle(one which will be repeated later in the film), depicting the chaos going on(unseen to the audience) in a studio that airs news. Soon after, Fonda's character's typical story is shown, in that same angle. Don't let this mislead you; the film is not about a female reporter, a woman struggling to succeed in a male-dominated profession. That is merely a lead-in, a way of starting the film(though it's used later). The actual point to this production is revealed gradually, and the first we see of it is in a deliberately long scene early on. The entire film has that pace; not slow or drawn-out, but deliberate. It's never really fast, even in the few sequences that one would normally expect to be so. This pacing(especially because it seems to slow down further as the plot is revealed, as the disturbing, unsettling nature of the film is unraveled) is strong, almost painful to the viewer. It inspires you to, if it had been possible, jump into the screen, grab the people responsible by the collar and yell at them to *do* something about it, to remedy the situation. Never once did I feel like getting up or even taking my eyes off the screen for a moment. The subject is extremely important to be aware of, and it's handled perfectly here. No over-dramatization(well... very little, anyway), just an accurate presentation of the issue. The direction is astounding. The empathy felt for Lemmon's character is profound. The editing is masterful... one scene near the very end illustrates that perfectly. The editor, judging from his filmography, is vastly underrated. The writing was excellent. The acting was great, in particular by Lemmon, Fonda and Douglas(who also produced it). The lack of a score is perfect; no music is needed to enhance. The ending is sublime and effective. The movie does have a few negative points... among them, some of the dialog is obviously and undeniably mainly exposition, one particular part of the film, whilst dramatic, doesn't seem to mesh with something that follows it. Not everyone will watch the film because of two features of it which are commonly (and rightfully so) attributed to bad movies; the pacing(which can be mistaken as being slow) and the (lack of) score. One could argue that to be a negative thing, as everyone ought to consider the points it presents, but maybe it's better this way; handling the heavy subject with the intelligence and respect(for the topic as well as the viewer)... something like this, maybe it shouldn't be spoon-fed. I was mesmerized with the film, and left very taken aback. I recommend this to anyone who believe themselves strong enough to handle it. 9/10",positive
"With all the dreck out there, this is a gentle movie about young love. Yes, it's true that young love often makes more out of something than it deserves, but why aren't people down on ""Romeo and Juliet""? Paul and Michelle are models of good behave compared to them.<br /><br />Yes, they run away, and set up an ideal life, but this is a movie, not real life. Paul is more sexually interested than Michelle, who has been come onto in a bad way. Eventually, they have sex, but no one is forced into it. The movie does let kids know that sex can cause babies.<br /><br />One thing, there is nudity in the movies. The camera does not focus on it, but it is there.<br /><br />The ending of the movie has Paul in good chance of being found out. In ""Paul and Michelle"", they separate for a time. If you don't like the ending of a movie, think one up yourself. Alternative endings are not just for DVDs.",positive
"*The whereabouts of Al Capone<br /><br />*Who shot JFK?<br /><br />*Cynthia Gibb lands the part of ""Gypsy"" in the TV remake<br /><br />These are some of the great unsolved mysteries of the 20th century. How else can I say it, except, I thought she was unredeemingly awful. Mannequin mannerisms, poor reactionary acting (ie: that blank, stoic stare while he co-star in the scene speaks)and a singing voice that most voice coaches would rate ""mediocre"". But she is stunningly gorgeous and after all, wasn't that what the Gypsy character is all about? Cashing in on her looks cuz' she didn't cut the mustard in the talent department?<br /><br />As for the rest... Bette is fantastic. Whether or not she's playing herself or playing Mama Rose, it works either way, and I for one thought Rosalind Russell was as exciting as drywall in the original. Peter Riegart as ""Herbie"" is the perfect understated foil to Bette's over-the-top Mama, and he's the medium-temperature porridge between Midler's hot dish and Gibb's stone cold mush. Riegart is juuuust right.<br /><br />One final holler to the man responsible for decades to come of Cher jokes: Bob Mackie. Drag queens would kill for the glitz and glamour on display here. Everything's coming up sequins and bugle beads!<br /><br />",positive
"It has been widely agreed that Hayao Miyazaki is a master at his craft when it comes to combining rich animation with thoughtful story lines and similarly imaginative characters. His movies, from NAUSICAA, TOTORO, KIKI, LAPUTA, and MONONOKE to the recent HOWL'S MOVING CASTLE are all not only gorgeously rendered in terms of art, but in terms of movie-making as well. Can this man do no wrong? Not really, but it is impossible to expect everyone of his movies to always be five star marvels. His newest film, PONYO, an unashamedly family-friendly tale of a ""goldfish out of water"", is as lushly animated and alive with interesting characters as you would expect... and yet this is the first film of his which treads into ""lesser"" territory. Don't get me wrong, PONYO is not a bad movie by any means. As mentioned, it is a sight for the eyes and is as charming and adorable as TOTORO and KIKI. The problem is that the story doesn't stay afloat to satisfy anyone eager for another engrossing, in-depth plot.<br /><br />For its opening hour, PONYO is Miyazaki storytelling at its finest, in which a rowdy and overeager young goldfish (who later becomes named Ponyo) makes a forbidden trip to the human world where she is subsequently adopted by a boy her own age named Sosuke (modeled, interestingly, after the director's own son). This does not please Ponyo's father, a mysterious wizard named Fujimoto, who is very angry at the humans for their destruction of the sea (this environmentalist theme is not much different from Miyazaki's other films)... a problem he very much intends to rectify by creating jellyfish from the prow of his submarine. He separates the pair and tries to talk Ponyo into staying underwater with him. The goldfish, however, has already tasted both Sosuke's blood (healing a cut on his finger) AND some of the human food (ham, which she becomes inexplicably addicted to), and of course steals into her father's forbidden potions, transforming into a hyperactive young girl (who is the spitting image of Mei from MY NEIGHBOR TOTORO). This triggers a dangerous tsunami which threatens to engulf the entire world with water. Conspiring with his wife, Gran Mamare, a diaphanous sea goddess who alternatingly shifts from super-sized titan to human-size form, Fujimoto decides to test the two youngsters' love for each other. They do this by elevating the sea to the level of Sosuke's house, prompting the youngsters to set out across their now ocean-infested world in an over-sized toy-boat (made possible by Ponyo's own magical powers).<br /><br />It is at this point where PONYO begins to run out of steam. Although Ponyo and Sosuke are adorable and the scenes involving them are funny and cute, they slow down the film. Where the film really takes on water, unfortunately, is at the climax in which Sosuke must prove his love to Ponyo, presented in a way which is strangely anticlimactic and rushed, bringing an otherwise charming tale to an abrupt halt. This will likely underwhelm viewers expecting another instant masterpiece from the man who has delivered far more interesting finales for many of his other movies. Remember the destruction of Laputa? Satsuki's search for little Mei? Kiki's rescue of Tombo? Porco Rosso's fight with Curtis? The rescue of the Forest Spirit's head? Or even the test between Chihiro and Yubaba? All those resolutions were far more satisfying and felt more complete than this one.<br /><br />On a technical level, PONYO cannot be faulted. The animation is absolutely gorgeous to look at, produced entirely without a single shot of computer-generated-imagery, and naturally Joe Hisaishi provides us with yet another breathtaking musical score; the best moments being the rousing sequences underwater, accompanied by a chorus and a soprano voice. And the backgrounds are lovingly painted and detailed as any other Ghibli movies.<br /><br />Having proved themselves worthy on translating and dubbing Ghibli's previous movies into English with top-quality results, Disney Studios and Pixar once again provide an English dub complete with a mostly capable cast of actors. Frankie Jonas is surprisingly good as Sosuke, sounding very natural and believable throughout. Noah Cyrus as Ponyo, on the other hand, sometimes goes overboard in shouting her lines before eventually settling down toward the end. Leads aside, the rest of the cast includes Liam Neeson as the overprotective Fujimoto (who manages himself unsurprisingly well in the character), Cate Blanchett as Gran Mamare (in an omnipresent tone which is not much different from her Galadriel in LORD OF THE RINGS), Matt Damon as Sosuke's constantly seafaring father Koichi (who is good but nothing to write home about), and Tina Fey as Lisa. Of them, Fey is the best voice in the entire cast, imbuing the character with just the right amount of spirit and personality. Her scenes with Sosuke show real chemistry. On the other hand, Cloris Leachman, who was spectacular as Dola in CASTLE IN THE SKY, is disappointingly wasted as one of three handicapped elderly women (she barely has ANY lines!), who are also voiced by Betty White and Lily Tomlin. Of them, only Tomlin's character, a cantankerous woman named Toki, shows any real personality, but if I were casting the movie, I'd switch Tomlin with Leachman. Probably the only really jarring drawback of the dub is a blasty techno-remix of the film's catchy (but ridiculously repetitive) title song, which thankfully doesn't occur until midway through the closing credits.<br /><br />On the whole, PONYO is a good film; a fine piece of animated work which is perfect for youngsters and family audiences. Due to the loss of momentum toward the end, though, it falls far short of classic status. Since Miyazaki at his least is still better than a majority of other animated films, though, I'll be generous and give PONYO a full star recommendation, because any feature of his is still very much worth watching, particularly on the big screen. (Be sure to catch it in the theaters while you can.)",positive
"The story is incredible, it begins with a new kid in town named Roy, while on the bus to school, he notices a kid running with no shoes, and on that same day he breaks the big bullies nose who is trying to fight with him. Roy soon discovers that kid is a runaway, and he and his step sister are trying to mess a construction sight, that could kill all the beautiful owls that live there. Roy decides to help them him there fight, Can they win this fight before the smart but bumbling cop Dave Delinko(Luke Wilson) Stumbles on to them. An enjoyable film, funny and adventurous. I do admire Luke Wilson for taking this role. I don't think his brother Owen would even take this role.",positive
"For Anthony Mann the Western was 'legend'- and 'legend' makes the very best cinema! Mann's work was full of intensities and passions, visually dramatic, and the action always excitingly photographed...<br /><br />Stewart, a docile actor with the ability of displaying anger, neurosis and cruelty, made with Anthony Mann, five remarkable Westerns: ""Winchester '73;"" "" Bend of the River;"" ""The Naked Spur;"" ""The Far Country;"" and ""The Man from Laramie.""<br /><br />In ""Winchester '73,"" Stewart reveals his darker side... He offers all the reserves of anger, inner ambivalence, and emotional complexity in his nature that his audiences had, up till this time, failed to catch...<br /><br />A carefully chosen cast increases the proceedings in fine style: Shelley Winters is at her saucy best; Dan Duryea perfect as the vicious, sneering psychopathic villain; John McIntire great as the unscrupulous character; Charles Drake so good as the man who attempts to face his tormentor; and a very young Rock Hudson, attempts the role of an Indian Chief... <br /><br />""Winchester '73"" is the story of a perfectly crafted and highly prized, rifle in the Dodge City Kansas of 1876... Stewart and his estranged brother, who bears another name (Stephen McNally), compete fiercely for possession of it, and though Stewart wins, McNally steals it and sets off cross-country with Stewart in pursuit... What gives the pursuit an element of the demonic, is Stewart's determination to revenge his father's death at the hands of that same renegade brothera revenge fed by long-standing fratricidal hatred...<br /><br />Photographed in gorgeous Black & White, the film comes on as powerful and arresting, acted with deep feeling and intense concentration, not only by Stewart but by all the supporting characters...<br /><br />Look fast for a promising newcomer, Tony Curtis, the soldier who finds the rifle after the Indian attack...",positive
"An Insomniac's Nightmare was an incredibly interesting, well-made film. I loved the way it just throws you into the main character's subconscious without coddling the viewer...the acting was top notch - honestly, I would watch Dominic Monaghan read the phone book! - but everyone else, especially the young girl, was great as well. I was very impressed by the look of the film, too. Usually, ""independent films"" have a grainy, I-shot-this-on-my-camcorder look to them, but this director knows what she's doing. The lighting, the cinematography...quality work. I'm looking forward to a feature-length work from Tess Nanavati!",positive
"Tiempo de valientes is a very fun action comedy.After his great fist movie called El fondo del mar and the spectacular TV pro-gramme Los simuladores,Damian Szifron made another great work.Tiempo de valientes looks,for moments,a movie made in Hollywood.Diego Peretti and Luis Luque are two great actors and here,they have great performances.The movie is very fun and funny and it has superb moments.Tiempo de valientes is a very fun action comedy that I totally recommend if you wanna have a great time.And I have to congrats Szifron for all the talent he has.<br /><br />Rating:9",positive
"An untidy man, known as Bill, lives in a small dreary flat, with a poster of Marilyn Monroe on the wall, and his typewriter for company. Only the man can't think of anything to write. He wanders around the streets following people, just to see where they go. Maybe this will give him some inspiration to write. He begins to follow a well dressed man holding a bag. He follows him for a few days. While in a cafe, the well dressed man sits down at a table on the opposite side of Bill, and inquires why Bill is following him. The well dressed man says his name is Cobb. Cobb then surprisingly informs Bill that he is a burglar, and even starts to take Bill with him into houses to steal things; although Cobb insists he doesn't go into other people's homes to just steal. He says he likes to let people know he has been there, and interrupted the things they take for granted. He puts knickers from another burglary into a man's trousers, for example.<br /><br />The film is told in flashbacks at times too. The director used this technique in greater abundance in his recent feature Memento. Bill eventually decides to cut his hair and dress in a suit, on the advice of Cobb. He meets a Blonde lady in a club, who used to date the owner, a bald man, who is very dangerous, she says. We see a scene where a hammer is used by the bald man's hence men on a man's fingers in the Blonde lady's flat. These are some of the many pieces of the puzzle that the director shows us, and they will all fit into place when we arrive at the surprising conclusion.",positive
